# VIPERS Database
# File    : VIPERS_W4_SPECTRO_PDR1.txt.gz
# Date    : 2013-10-15 10:46
# Table   : W4_SPECTRO_PDR1
# Columns : 14
# Rows    : 30698
# SQL     : SELECT W4_SPECTRO_PDR1.id_IAU, W4_SPECTRO_PDR1.num, W4_SPEC
#           TRO_PDR1.alpha, W4_SPECTRO_PDR1.delta, W4_SPECTRO_PDR1.selm
#           ag, W4_SPECTRO_PDR1.errselmag, W4_SPECTRO_PDR1.pointing, W4
#           _SPECTRO_PDR1.quadrant, W4_SPECTRO_PDR1.zflg, W4_SPECTRO_PD
#           R1.zspec, W4_SPECTRO_PDR1.epoch, W4_SPECTRO_PDR1.photoMask,
#            W4_SPECTRO_PDR1.tsr, W4_SPECTRO_PDR1.ssr FROM W4_SPECTRO_P
#           DR1
# id_IAU	num	alpha	delta	selmag	errselmag	pointing	quadrant	zflg	zspec	epoch	photoMask	tsr	ssr
# CHAR	VARCHAR	DOUBLE	DOUBLE	FLOAT	FLOAT	VARCHAR	INT	FLOAT	FLOAT	INT	CHAR	FLOAT	FLOAT
# 		deg	deg	mag	mag								
VIPERS 401162414	401162414	330.850192	1.512381	22.3498	0.0646	W4P043	4	  2.5	1.1609	2	1	0.4463	0.522
VIPERS 401152179	401152179	330.850612	1.469500	22.1312	0.0428	W4P043	4	  3.5	0.7936	2	1	0.4524	0.771
VIPERS 401168528	401168528	330.848858	1.538751	21.3141	0.0278	W4P043	4	  3.5	0.5899	2	1	0.4519	0.914
VIPERS 401151661	401151661	330.848297	1.466105	21.3681	0.0370	W4P043	4	  3.5	0.6970	2	1	0.4519	0.920
VIPERS 401175757	401175757	330.845779	1.572411	20.4602	0.0173	W4P043	4	  4.4	0.8192	2	1	0.4472	0.879
VIPERS 401160600	401160600	330.845809	1.503741	20.8214	0.0133	W4P043	4	  4.5	0.5562	2	1	0.4479	0.949
VIPERS 401151623	401151623	330.846307	1.466156	21.3395	0.0280	W4P043	4	  2.2	0.5712	2	1	0.4519	0.914
VIPERS 401168411	401168411	330.842907	1.542118	20.4552	0.0161	W4P043	4	  4.5	0.7773	2	1	0.4472	0.967
VIPERS 401154266	401154266	330.843614	1.477418	21.3343	0.0253	W4P043	4	  3.5	0.6579	2	1	0.4519	0.920
VIPERS 401171587	401171587	330.840461	1.553474	22.6659	0.0674	W4P043	4	 24.5	0.8182	2	1	-99.0000	-99.000
VIPERS 401171675	401171675	330.839639	1.553554	21.4217	0.0255	W4P043	4	  4.5	0.4588	2	1	0.4519	0.776
VIPERS 401153867	401153867	330.840908	1.476526	22.0159	0.0304	W4P043	4	  4.5	0.6558	2	1	0.4524	0.756
VIPERS 401170088	401170088	330.836337	1.546206	22.2871	0.1341	W4P043	4	  2.5	1.2377	2	1	0.4463	0.522
VIPERS 401157000	401157000	330.837989	1.488547	20.7884	0.0140	W4P043	4	  4.2	0.4538	2	1	0.4479	0.884
VIPERS 401175506	401175506	330.835053	1.571243	21.2296	0.0234	W4P043	4	  4.2	0.6322	2	1	0.4410	0.920
VIPERS 401157073	401157073	330.834508	1.488517	20.4749	0.0106	W4P043	4	  4.5	0.5844	2	1	0.4472	0.967
VIPERS 401175335	401175335	330.832364	1.570791	22.4065	0.0707	W4P043	4	  3.5	0.5993	2	1	0.4463	0.718
VIPERS 401178965	401178965	330.830822	1.586054	21.5141	0.0364	W4P043	4	  3.5	0.4151	2	1	0.4525	0.799
VIPERS 401161602	401161602	330.830519	1.509105	21.5326	0.0194	W4P043	4	  4.5	0.6712	2	1	0.4525	0.856
VIPERS 401151648	401151648	330.829726	1.467098	21.4963	0.0212	W4P043	4	  4.4	0.7983	2	1	0.4519	0.903
VIPERS 401169087	401169087	330.827988	1.541818	21.8177	0.0352	W4P043	4	  3.2	0.9357	2	1	0.4508	0.781
VIPERS 401156322	401156322	330.827881	1.485726	22.1138	0.0559	W4P043	4	  1.2	0.4860	2	1	0.4524	-1.000
VIPERS 401178815	401178815	330.823512	1.586631	21.8498	0.0383	W4P043	4	  2.5	0.7756	2	1	0.4508	0.838
VIPERS 401159857	401159857	330.823573	1.501634	22.2279	0.0365	W4P043	4	  2.5	0.9366	2	1	0.4524	0.745
VIPERS 401172162	401172162	330.821141	1.555558	22.0780	0.0420	W4P043	4	  3.5	0.8200	2	1	0.4524	0.750
VIPERS 401172091	401172091	330.820354	1.555755	23.0615	0.0985	W4P043	4	 22.1	0.8224	2	1	-99.0000	-99.000
VIPERS 401152693	401152693	330.819495	1.471663	21.9055	0.0277	W4P043	4	  3.5	0.8248	2	1	0.4508	0.821
VIPERS 401173389	401173389	330.818523	1.561575	22.1038	0.0641	W4P043	4	  4.2	0.6709	2	1	0.4524	0.756
VIPERS 401152105	401152105	330.818189	1.468794	21.8228	0.0367	W4P043	4	  9.5	0.5269	2	1	0.4508	0.782
VIPERS 401153974	401153974	330.814373	1.477155	22.1610	0.0398	W4P043	4	  3.2	0.6570	2	1	0.4524	0.756
VIPERS 401170023	401170023	330.813358	1.546144	21.7229	0.0398	W4P043	4	  4.5	0.6723	2	1	0.4525	0.856
VIPERS 401169528	401169528	330.773675	1.543925	22.4383	0.0555	W4P043	3	  3.5	0.6252	2	1	0.4463	0.756
VIPERS 401160337	401160337	330.774309	1.503527	22.1587	0.0346	W4P043	3	  3.4	0.9870	2	1	0.4524	0.745
VIPERS 405099973	405099973	334.524467	1.286223	21.7084	0.0218	W4P037	4	  4.5	0.6926	2	1	0.4525	0.856
VIPERS 405098024	405098024	334.527227	1.278127	22.1702	0.0342	W4P037	4	  3.5	0.6484	2	1	0.4524	0.756
VIPERS 405076953	405076953	334.530729	1.180666	22.0770	0.0274	W4P037	4	  3.2	0.0000	2	1	0.4524	-1.000
VIPERS 405077510	405077510	334.533133	1.183414	22.0791	0.0270	W4P037	4	  4.5	0.7686	2	1	0.4524	0.771
VIPERS 405092719	405092719	334.532759	1.253445	21.6912	0.0301	W4P037	4	  9.2	0.9354	2	1	0.4525	0.781
VIPERS 405081019	405081019	334.535284	1.199506	22.4462	0.0656	W4P037	4	  9.5	0.7440	2	1	0.4463	0.771
VIPERS 405090201	405090201	334.535985	1.242024	21.8874	0.0352	W4P037	4	  3.2	0.6310	2	1	0.4508	0.856
VIPERS 405081209	405081209	334.539544	1.200896	22.9562	0.0707	W4P037	4	 21.2	0.6895	2	1	-99.0000	-99.000
VIPERS 405081301	405081301	334.540192	1.201043	22.0884	0.0430	W4P037	4	  3.5	0.8938	2	1	0.4524	0.750
VIPERS 405086672	405086672	334.541391	1.226036	22.3762	0.0690	W4P037	4	  2.2	0.8930	2	1	0.4463	0.750
VIPERS 405084149	405084149	334.544787	1.214346	20.8947	0.0149	W4P037	4	  4.4	0.6390	2	1	0.4479	0.959
VIPERS 405092852	405092852	334.544895	1.254508	22.0359	0.0346	W4P037	4	  3.5	0.7700	2	1	0.4524	0.771
VIPERS 405074677	405074677	334.548086	1.170052	22.4194	0.0453	W4P037	4	  2.5	0.8930	2	1	0.4463	0.750
VIPERS 405088568	405088568	334.548181	1.234442	20.9570	0.0129	W4P037	4	  4.5	0.6685	2	1	0.4479	0.959
VIPERS 405088595	405088595	334.549961	1.234804	21.3277	0.0194	W4P037	4	  3.5	0.6692	2	1	0.4519	0.920
VIPERS 405097437	405097437	334.550616	1.275786	20.8720	0.0221	W4P037	4	  2.5	0.9529	2	1	0.4479	0.873
VIPERS 405088000	405088000	334.552364	1.232067	21.9025	0.0301	W4P037	4	  2.5	0.6717	2	1	0.4508	0.856
VIPERS 405096145	405096145	334.552499	1.269190	20.7045	0.0095	W4P037	4	  4.5	0.6689	2	1	0.4582	0.959
VIPERS 405085154	405085154	334.553471	1.218763	22.3199	0.0361	W4P037	4	  9.5	0.9300	2	1	0.4463	0.745
VIPERS 405083609	405083609	334.557328	1.212073	21.1160	0.0210	W4P037	4	  3.5	0.6910	2	1	0.4410	0.920
VIPERS 405097401	405097401	334.557316	1.275272	21.7100	0.0358	W4P037	4	  1.5	0.8485	2	1	0.4525	-1.000
VIPERS 405075717	405075717	334.558372	1.174974	21.9957	0.0527	W4P037	4	  9.5	0.8424	2	1	0.4508	0.821
VIPERS 405077544	405077544	334.560038	1.184653	20.4239	0.0115	W4P037	4	  4.2	0.7128	2	1	0.4472	0.967
VIPERS 405087456	405087456	334.559952	1.229281	21.9134	0.0265	W4P037	4	  4.5	0.7081	2	1	0.4508	0.838
VIPERS 405097429	405097429	334.560681	1.274996	21.7140	0.0286	W4P037	4	  3.4	0.8269	2	1	0.4525	0.821
VIPERS 405080798	405080798	334.563044	1.198245	22.0860	0.0329	W4P037	4	  9.2	1.0168	2	1	0.4524	0.619
VIPERS 405095892	405095892	334.563018	1.268836	21.8474	0.0224	W4P037	4	  4.5	0.6710	2	1	0.4508	0.856
VIPERS 405097777	405097777	334.571934	1.276579	21.3400	0.0197	W4P037	4	  3.2	0.7711	2	1	0.4519	0.903
VIPERS 406094385	406094385	335.080305	1.225175	22.2254	0.0351	W4P039	4	  4.5	0.5649	2	1	0.4524	0.718
VIPERS 406108162	406108162	335.080335	1.283907	20.8445	0.0089	W4P039	4	  4.5	0.6480	2	1	0.4479	0.959
VIPERS 406105924	406105924	335.081983	1.275245	21.1093	0.0096	W4P039	4	  4.2	0.5609	2	1	0.4410	0.914
VIPERS 406084789	406084789	335.083773	1.183953	21.2919	0.0161	W4P039	4	  4.2	0.5621	2	1	0.4519	0.914
VIPERS 406096110	406096110	335.083672	1.232625	21.9251	0.0208	W4P039	4	  4.5	1.1018	2	1	0.4508	0.533
VIPERS 406107786	406107786	335.084729	1.282489	21.8450	0.0280	W4P039	4	  4.5	0.8584	2	1	0.4508	0.821
VIPERS 406081457	406081457	335.086445	1.171051	21.9951	0.0200	W4P039	4	  2.5	0.8429	2	1	0.4508	0.781
VIPERS 406107020	406107020	335.086455	1.279719	22.0260	0.0208	W4P040	3	  2.5	0.7918	2	1	0.4524	0.771
VIPERS 406090603	406090603	335.088253	1.209175	22.4850	0.0372	W4P040	3	  1.2	0.6889	2	1	0.4463	-1.000
VIPERS 406103623	406103623	335.087762	1.266000	22.4083	0.0264	W4P040	3	  4.5	0.7542	2	1	0.4463	0.771
VIPERS 406082484	406082484	335.089792	1.174913	21.8417	0.0189	W4P040	3	  1.5	0.6867	2	1	0.4508	-1.000
VIPERS 406093968	406093968	335.090005	1.223969	22.3495	0.0246	W4P040	3	  2.2	0.8365	2	1	0.4463	0.750
VIPERS 406084454	406084454	335.091478	1.182914	22.0597	0.0318	W4P040	3	  9.5	1.0953	2	1	0.4524	0.619
VIPERS 406099976	406099976	335.091696	1.249712	21.9836	0.0220	W4P040	3	  3.5	0.5652	2	1	0.4508	0.844
VIPERS 406090330	406090330	335.092974	1.208420	21.7797	0.0194	W4P040	3	  4.5	0.7564	2	1	0.4508	0.838
VIPERS 406089572	406089572	335.094508	1.205261	22.4546	0.0297	W4P040	3	  2.5	0.8016	2	1	0.4463	0.750
VIPERS 406099757	406099757	335.094711	1.249084	22.0803	0.0193	W4P040	3	 12.5	0.9671	2	1	0.4524	-1.000
VIPERS 406082400	406082400	335.097140	1.174872	21.7460	0.0171	W4P040	3	  3.5	1.0163	2	1	0.4525	0.638
VIPERS 406101051	406101051	335.096006	1.254497	22.4583	0.0280	W4P040	3	  9.5	0.9150	2	1	0.4463	0.745
VIPERS 406090168	406090168	335.101207	1.207905	22.3706	0.0256	W4P040	3	  4.2	0.9961	2	1	0.4463	0.745
VIPERS 406084785	406084785	335.103167	1.184991	22.1664	0.0253	W4P040	3	  2.5	0.8202	2	1	0.4524	0.750
VIPERS 406096083	406096083	335.102648	1.231745	20.7892	0.0085	W4P040	3	  4.2	0.5128	2	1	0.4479	0.935
VIPERS 406096025	406096025	335.105549	1.232216	21.4006	0.0143	W4P040	3	  2.5	0.5153	2	1	0.4519	0.858
VIPERS 406086705	406086705	335.107257	1.192789	19.6595	0.0046	W4P040	3	  2.5	0.4810	2	1	0.4290	0.958
VIPERS 406099340	406099340	335.107326	1.246984	22.4784	0.0361	W4P040	3	  1.2	0.8057	2	1	0.4463	-1.000
VIPERS 406086755	406086755	335.108715	1.193434	22.3329	0.0252	W4P040	3	  2.5	0.6474	2	1	0.4463	0.756
VIPERS 406097633	406097633	335.110306	1.239536	22.1854	0.0308	W4P040	3	  3.2	0.7269	2	1	0.4524	0.771
VIPERS 406081188	406081188	335.112321	1.169094	21.8309	0.0206	W4P040	3	  3.5	0.5606	2	1	0.4508	0.844
VIPERS 406107769	406107769	335.111904	1.282458	20.8761	0.0097	W4P040	3	  4.5	0.7094	2	1	0.4479	0.939
VIPERS 406080044	406080044	335.114368	1.163868	21.5529	0.0172	W4P040	3	  4.5	0.8404	2	1	0.4525	0.821
VIPERS 406102597	406102597	335.113331	1.261137	22.0183	0.0181	W4P040	3	  4.2	0.9294	2	1	0.4524	0.745
VIPERS 406087324	406087324	335.118553	1.195976	22.1895	0.0232	W4P040	3	  4.5	0.7094	2	1	0.4524	0.771
VIPERS 406099152	406099152	335.117424	1.245599	22.2692	0.0280	W4P040	3	  4.5	0.5342	2	1	0.4463	0.646
VIPERS 406087992	406087992	335.120401	1.198876	22.2581	0.0229	W4P040	3	  4.5	0.8200	2	1	0.4463	0.750
VIPERS 406082769	406082769	335.123362	1.175841	22.0114	0.0225	W4P040	3	  2.5	0.7450	2	1	0.4524	0.771
VIPERS 406094471	406094471	335.122090	1.225410	22.4887	0.0381	W4P040	3	  1.2	0.6325	2	1	0.4463	-1.000
VIPERS 406103995	406103995	335.122906	1.266829	21.1423	0.0099	W4P040	3	  4.4	0.8085	2	1	0.4410	0.864
VIPERS 406086317	406086317	335.125371	1.191179	22.2481	0.0287	W4P040	3	  2.2	1.0286	2	1	0.4524	0.619
VIPERS 406088317	406088317	335.128534	1.200321	22.4533	0.0268	W4P040	3	  4.5	0.6776	2	1	0.4463	0.756
VIPERS 406107806	406107806	335.128177	1.282560	20.9893	0.0110	W4P040	3	  3.2	0.5626	2	1	0.4479	0.949
VIPERS 406090118	406090118	335.130023	1.206727	21.5886	0.0196	W4P040	3	  2.2	0.6075	2	1	0.4525	0.856
VIPERS 406106340	406106340	335.129812	1.277588	22.4513	0.0265	W4P040	3	  4.5	0.5201	2	1	0.4463	0.646
VIPERS 406080386	406080386	335.132613	1.166162	21.9235	0.0216	W4P040	3	  4.5	0.4784	2	1	0.4508	0.696
VIPERS 406080863	406080863	335.133859	1.167763	21.0223	0.0099	W4P040	3	  3.5	0.5241	2	1	0.4410	0.858
VIPERS 406091846	406091846	335.134807	1.215175	22.3789	0.0251	W4P040	3	  2.5	0.9028	2	1	0.4463	0.745
VIPERS 406105944	406105944	335.133644	1.275993	21.6728	0.0334	W4P040	3	  2.5	0.6334	2	1	0.4525	0.856
VIPERS 406101523	406101523	335.136382	1.255694	20.8663	0.0076	W4P040	3	  4.4	0.7092	2	1	0.4479	0.939
VIPERS 406090848	406090848	335.138297	1.211149	22.1407	0.0197	W4P040	3	  2.5	0.8308	2	1	0.4524	0.750
VIPERS 406104025	406104025	335.137748	1.266351	21.0034	0.0236	W4P040	3	  1.2	0.9460	2	1	0.4410	-1.000
VIPERS 406080684	406080684	335.142525	1.167708	21.9535	0.0171	W4P040	3	  4.5	0.6768	2	1	0.4508	0.856
VIPERS 406098102	406098102	335.141569	1.241212	20.5882	0.0057	W4P040	3	  4.5	0.4913	2	1	0.4582	0.884
VIPERS 406080519	406080519	335.144126	1.165952	21.5496	0.0170	W4P040	3	  3.5	0.6779	2	1	0.4525	0.856
VIPERS 406090809	406090809	335.144453	1.210457	21.4237	0.0119	W4P040	3	  4.4	0.5239	2	1	0.4519	0.858
VIPERS 406099794	406099794	335.144280	1.248873	21.3947	0.0113	W4P040	3	  4.5	0.6663	2	1	0.4519	0.920
VIPERS 406082107	406082107	335.146555	1.173075	22.0735	0.0281	W4P040	3	  9.2	0.1547	2	1	0.4524	0.463
VIPERS 406092067	406092067	335.145689	1.215159	21.2425	0.0136	W4P040	3	  2.5	0.7106	2	1	0.4410	0.903
VIPERS 406102899	406102899	335.146922	1.262587	22.2237	0.0218	W4P040	3	  4.5	0.7106	2	1	0.4524	0.771
VIPERS 406093292	406093292	335.149126	1.220801	21.3526	0.0112	W4P040	3	  4.5	0.7248	2	1	0.4519	0.903
VIPERS 406107490	406107490	335.148143	1.280889	21.3547	0.0212	W4P040	3	  4.5	0.5663	2	1	0.4519	0.914
VIPERS 406088508	406088508	335.150692	1.200345	21.3917	0.0126	W4P040	3	  3.5	0.6618	2	1	0.4519	0.920
VIPERS 406082348	406082348	335.152166	1.176068	20.8319	0.0094	W4P040	3	  4.5	0.7103	2	1	0.4479	0.939
VIPERS 406106885	406106885	335.152241	1.278801	20.9946	0.0291	W4P040	3	  1.2	0.8040	2	1	0.4479	-1.000
VIPERS 406108111	406108111	335.153618	1.284875	19.9903	0.0047	W4P040	3	  4.2	0.0000	2	1	0.4628	-1.000
VIPERS 406094596	406094596	335.155013	1.226198	22.4551	0.0330	W4P040	3	  1.2	0.9994	2	1	0.4463	-1.000
VIPERS 406082919	406082919	335.157245	1.176001	21.5850	0.0154	W4P040	3	  4.2	0.6612	2	1	0.4525	0.856
VIPERS 406099462	406099462	335.156956	1.247454	22.0194	0.0257	W4P040	3	  4.5	0.6657	2	1	0.4524	0.756
VIPERS 406099022	406099022	335.158561	1.245160	21.4225	0.0173	W4P040	3	  3.5	0.6802	2	1	0.4519	0.920
VIPERS 406081709	406081709	335.161716	1.171871	22.3905	0.0519	W4P040	3	  9.2	1.3005	2	1	0.4463	0.614
VIPERS 406102869	406102869	335.161810	1.261799	21.8935	0.0357	W4P040	3	  9.2	0.9608	2	1	0.4508	0.781
VIPERS 406084817	406084817	335.163619	1.184365	20.9648	0.0122	W4P040	3	  3.5	0.6528	2	1	0.4479	0.959
VIPERS 406106952	406106952	335.163439	1.278832	21.6506	0.0246	W4P040	3	  1.5	0.9227	2	1	0.4525	-1.000
VIPERS 406085355	406085355	335.165257	1.188667	19.9657	0.0068	W4P040	3	  4.4	0.6608	2	1	0.4628	0.978
VIPERS 406096292	406096292	335.164735	1.234879	21.9939	0.0343	W4P040	3	  2.2	0.9618	2	1	0.4508	0.781
VIPERS 406081501	406081501	335.168055	1.171559	22.4773	0.0353	W4P040	3	  4.5	0.6654	2	1	0.4463	0.756
VIPERS 406098283	406098283	335.168062	1.242248	21.7990	0.0206	W4P040	3	  3.2	0.9648	2	1	0.4508	0.781
VIPERS 406092909	406092909	335.172297	1.218514	22.2119	0.0338	W4P040	3	  3.2	0.8007	2	0	-99.0000	-99.000
VIPERS 406100543	406100543	335.174865	1.256514	20.2665	0.0072	W4P040	3	  4.5	0.6465	2	1	0.4472	0.982
VIPERS 406094019	406094019	335.176393	1.223316	21.0638	0.0088	W4P040	3	  4.2	0.8014	2	1	0.4410	0.864
VIPERS 406103705	406103705	335.176512	1.265803	22.3945	0.0442	W4P040	3	  1.5	0.5638	2	0	-99.0000	-99.000
VIPERS 406086188	406086188	335.178148	1.190064	22.0187	0.0265	W4P040	3	  3.5	0.9960	2	1	0.4524	0.745
VIPERS 406084597	406084597	335.180165	1.183509	20.3033	0.0078	W4P040	3	  4.5	0.6457	2	1	0.4472	0.982
VIPERS 406094829	406094829	335.180401	1.226420	21.1433	0.0119	W4P040	3	  4.5	0.8374	2	1	0.4410	0.864
VIPERS 406106345	406106345	335.179820	1.277349	21.6978	0.0166	W4P040	3	  4.2	0.6679	2	1	0.4525	0.856
VIPERS 406089999	406089999	335.182341	1.206935	21.4875	0.0130	W4P040	3	  1.5	0.5245	2	1	0.4519	-1.000
VIPERS 406102428	406102428	335.185870	1.260504	22.3195	0.0314	W4P040	3	  9.5	0.8658	2	1	0.4463	0.750
VIPERS 406092549	406092549	335.187540	1.217384	20.5266	0.0087	W4P040	3	  4.2	0.5239	2	1	0.4582	0.935
VIPERS 406103643	406103643	335.187392	1.265956	22.2268	0.0222	W4P040	3	  1.2	0.6701	2	1	0.4524	-1.000
VIPERS 406100534	406100534	335.188982	1.251618	21.9160	0.0330	W4P040	3	  1.2	0.7077	2	1	0.4508	-1.000
VIPERS 406099771	406099771	335.190682	1.248566	21.6045	0.0156	W4P040	3	  4.5	0.7559	2	1	0.4525	0.838
VIPERS 406087359	406087359	335.192503	1.195394	21.2672	0.0126	W4P040	3	  4.2	0.5802	2	1	0.4519	0.914
VIPERS 406097108	406097108	335.192165	1.236564	21.9425	0.0171	W4P040	3	  4.2	0.0000	2	1	-1.0000	-1.000
VIPERS 406107382	406107382	335.192240	1.281175	21.5861	0.0263	W4P040	3	  9.5	1.0719	2	1	0.4525	0.638
VIPERS 406083097	406083097	335.194506	1.177586	21.0877	0.0108	W4P040	3	  4.5	0.8069	2	1	0.4410	0.864
VIPERS 406107079	406107079	335.194483	1.280021	22.4167	0.0352	W4P040	3	  1.5	0.8959	2	1	0.4463	-1.000
VIPERS 406090737	406090737	335.230019	1.210102	22.2649	0.0257	W4P040	4	  4.5	0.6663	2	1	0.4463	0.756
VIPERS 406090788	406090788	335.231576	1.210846	22.2839	0.0284	W4P040	4	  4.5	0.6655	2	1	0.4463	0.756
VIPERS 406082630	406082630	335.232785	1.175606	21.4422	0.0188	W4P040	4	  4.5	0.6112	2	1	0.4519	0.914
VIPERS 406097728	406097728	335.232122	1.239640	18.7916	0.0014	W4P040	4	 23.2	0.0000	2	1	-1.0000	-1.000
VIPERS 406097600	406097600	335.233718	1.239497	21.5086	0.0117	W4P040	4	 11.2	1.9483	2	1	0.4525	-1.000
VIPERS 406097193	406097193	335.236100	1.237433	21.9521	0.0236	W4P040	4	  4.5	0.8223	2	1	0.4508	0.821
VIPERS 406087258	406087258	335.238104	1.195378	21.8754	0.0179	W4P040	4	  4.5	0.8050	2	1	0.4508	0.821
VIPERS 406097525	406097525	335.237737	1.239311	21.6424	0.0135	W4P040	4	  4.5	0.7668	2	1	0.4525	0.838
VIPERS 406086475	406086475	335.239336	1.192006	22.0717	0.0235	W4P040	4	  2.2	1.1724	2	1	0.4524	0.522
VIPERS 406085088	406085088	335.241218	1.186249	22.4300	0.0324	W4P040	4	  2.5	0.4370	2	1	0.4463	0.802
VIPERS 406094327	406094327	335.241340	1.224743	21.8627	0.0231	W4P040	4	  3.5	0.8226	2	1	0.4508	0.821
VIPERS 406103183	406103183	335.241423	1.262977	21.4911	0.0136	W4P040	4	  4.5	0.6331	2	1	0.4519	0.920
VIPERS 406084271	406084271	335.242415	1.182791	22.2694	0.0250	W4P040	4	  1.5	0.8080	2	1	0.4463	-1.000
VIPERS 406091491	406091491	335.244064	1.213886	22.3562	0.0354	W4P040	4	  2.5	0.6665	2	1	0.4463	0.756
VIPERS 406090517	406090517	335.245600	1.208763	21.1125	0.0106	W4P040	4	  3.5	0.7671	2	1	0.4410	0.903
VIPERS 406101989	406101989	335.245512	1.257923	21.8621	0.0281	W4P040	4	  3.2	0.8381	2	1	0.4508	0.821
VIPERS 406099273	406099273	335.246897	1.246720	21.9771	0.0197	W4P040	4	  3.5	1.0003	2	1	0.4508	0.638
VIPERS 406087958	406087958	335.248514	1.197396	20.8168	0.0137	W4P040	4	  3.2	0.6664	2	1	0.4479	0.959
VIPERS 406097651	406097651	335.249368	1.238949	22.4888	0.0419	W4P040	4	  2.2	0.8944	2	1	0.4463	0.750
VIPERS 406081783	406081783	335.251118	1.171092	21.3470	0.0204	W4P040	4	  2.5	0.6354	2	1	0.4519	0.920
VIPERS 406097611	406097611	335.252729	1.239222	22.3165	0.0350	W4P040	4	  1.5	0.8998	2	1	0.4463	-1.000
VIPERS 406102085	406102085	335.254104	1.258318	21.4172	0.0157	W4P040	4	  4.2	0.5977	2	1	0.4519	0.914
VIPERS 406089263	406089263	335.258571	1.203520	21.2305	0.0097	W4P040	4	  4.5	0.5215	2	1	0.4410	0.858
VIPERS 406079870	406079870	335.260798	1.163546	21.0342	0.0113	W4P040	4	  4.5	0.7772	2	1	0.4410	0.903
VIPERS 406099224	406099224	335.261468	1.246283	22.4316	0.0451	W4P040	4	  2.5	0.9099	2	1	0.4463	0.745
VIPERS 406092459	406092459	335.262904	1.217708	22.1196	0.0212	W4P040	4	  3.5	0.7988	2	1	0.4524	0.771
VIPERS 406084627	406084627	335.264066	1.184144	21.5253	0.0164	W4P040	4	  3.5	0.7540	2	1	0.4525	0.838
VIPERS 406093486	406093486	335.264446	1.221416	21.6815	0.0149	W4P040	4	  4.4	0.7747	2	1	0.4525	0.838
VIPERS 406100045	406100045	335.266179	1.250003	22.0178	0.0272	W4P040	4	  4.2	0.7760	2	1	0.4524	0.771
VIPERS 406084998	406084998	335.267279	1.185423	21.8194	0.0181	W4P040	4	  4.2	0.6457	2	1	0.4508	0.856
VIPERS 406084710	406084710	335.268176	1.185343	23.6668	0.0959	W4P040	4	 21.1	0.9619	2	1	-99.0000	-99.000
VIPERS 406094756	406094756	335.268021	1.226913	22.1667	0.0300	W4P040	4	  1.5	0.7763	2	0	-99.0000	-99.000
VIPERS 406104493	406104493	335.267067	1.268604	19.8796	0.0030	W4P040	4	 24.2	0.0000	2	1	-1.0000	-1.000
VIPERS 406104322	406104322	335.268472	1.268851	22.1041	0.0199	W4P040	4	  2.5	0.8071	2	1	0.4524	0.750
VIPERS 406104335	406104335	335.268874	1.268797	22.2558	0.0213	W4P040	4	 24.5	0.6423	2	1	-1.0000	-1.000
VIPERS 406081683	406081683	335.269716	1.172080	20.7802	0.0101	W4P040	4	  2.5	0.6048	2	1	0.4479	0.949
VIPERS 406091541	406091541	335.269031	1.213023	18.2255	0.0010	W4P040	4	 24.2	0.0000	2	1	-1.0000	-1.000
VIPERS 406091252	406091252	335.272465	1.212880	22.1546	0.0242	W4P040	4	  4.5	0.6414	2	1	0.4524	0.756
VIPERS 406106202	406106202	335.271042	1.276344	21.6798	0.0253	W4P040	4	  1.2	0.6745	2	1	0.4525	-1.000
VIPERS 406084223	406084223	335.274192	1.182185	19.8837	0.0052	W4P040	4	  4.4	0.5142	2	1	0.4628	0.983
VIPERS 406102277	406102277	335.274278	1.259706	21.9568	0.0204	W4P040	4	  4.2	0.6722	2	1	0.4508	0.856
VIPERS 406083355	406083355	335.276553	1.178733	21.6272	0.0208	W4P040	4	  4.5	0.7117	2	1	0.4525	0.838
VIPERS 406086470	406086470	335.278884	1.191145	20.7932	0.0109	W4P040	4	  4.5	0.5213	2	1	0.4479	0.935
VIPERS 406097128	406097128	335.279983	1.236701	21.4174	0.0169	W4P040	4	  4.5	0.8381	2	1	0.4519	0.864
VIPERS 406107239	406107239	335.278665	1.280900	21.9221	0.0243	W4P040	4	  2.5	0.6943	2	1	0.4508	0.856
VIPERS 406086726	406086726	335.282694	1.192373	20.4339	0.0071	W4P040	4	  4.5	0.5263	2	1	0.4472	0.966
VIPERS 406100627	406100627	335.282631	1.252196	21.8579	0.0204	W4P040	4	  4.5	1.1576	2	1	0.4508	0.533
VIPERS 406092416	406092416	335.284143	1.217187	21.7528	0.0208	W4P040	4	  2.2	0.7473	2	1	0.4508	0.838
VIPERS 406082202	406082202	335.286396	1.174120	22.0874	0.0242	W4P040	4	  3.5	0.5147	2	1	0.4524	0.646
VIPERS 406091224	406091224	335.285930	1.212639	22.4098	0.0271	W4P040	4	  2.2	0.0000	2	1	0.4463	-1.000
VIPERS 406084157	406084157	335.287624	1.182212	20.7335	0.0065	W4P040	4	 14.2	2.0196	2	1	-1.0000	-1.000
VIPERS 406093146	406093146	335.288169	1.220498	22.4850	0.0429	W4P040	4	  1.5	0.9103	2	1	0.4463	-1.000
VIPERS 406096507	406096507	335.289421	1.233891	22.1570	0.0295	W4P040	4	  1.2	0.4733	2	1	0.4524	-1.000
VIPERS 406081750	406081750	335.290456	1.172228	21.4986	0.0142	W4P040	4	  4.2	0.7534	2	1	0.4519	0.903
