# VIPERS Database
# File    : VIPERS_W1_SPECTRO_PDR1.txt.gz
# Date    : 2013-10-15 10:43
# Table   : W1_SPECTRO_PDR1
# Columns : 14
# Rows    : 30523
# SQL     : SELECT W1_SPECTRO_PDR1.id_IAU, W1_SPECTRO_PDR1.num, W1_SPEC
#           TRO_PDR1.alpha, W1_SPECTRO_PDR1.delta, W1_SPECTRO_PDR1.selm
#           ag, W1_SPECTRO_PDR1.errselmag, W1_SPECTRO_PDR1.pointing, W1
#           _SPECTRO_PDR1.quadrant, W1_SPECTRO_PDR1.zflg, W1_SPECTRO_PD
#           R1.zspec, W1_SPECTRO_PDR1.epoch, W1_SPECTRO_PDR1.photoMask,
#            W1_SPECTRO_PDR1.tsr, W1_SPECTRO_PDR1.ssr FROM W1_SPECTRO_P
#           DR1
# id_IAU	num	alpha	delta	selmag	errselmag	pointing	quadrant	zflg	zspec	epoch	photoMask	tsr	ssr
# CHAR	VARCHAR	DOUBLE	DOUBLE	FLOAT	FLOAT	VARCHAR	INT	FLOAT	FLOAT	INT	CHAR	FLOAT	FLOAT
# 		deg	deg	mag	mag								
VIPERS 116192291	116192291	36.842337	-4.671212	21.8676	0.0177	W1P088	4	  3.2	0.9634	2	1	0.4508	0.781
VIPERS 116178852	116178852	36.844749	-4.737450	21.5997	0.0150	W1P088	4	  4.5	0.5813	2	1	0.4525	0.844
VIPERS 116180683	116180683	36.845918	-4.729132	22.1860	0.0253	W1P088	4	  3.2	0.7220	2	1	0.4524	0.771
VIPERS 116183844	116183844	36.847332	-4.713661	22.3165	0.0274	W1P088	4	  3.5	0.7049	2	1	0.4463	0.771
VIPERS 116194188	116194188	36.848396	-4.663022	21.4888	0.0126	W1P088	4	  4.5	0.5830	2	1	0.4519	0.914
VIPERS 116192262	116192262	36.853639	-4.670014	20.5400	0.0070	W1P088	4	  4.5	0.5250	2	1	0.4582	0.935
VIPERS 116184218	116184218	36.863129	-4.711760	22.1359	0.0264	W1P088	4	  4.5	0.6133	2	1	0.4524	0.756
VIPERS 116172538	116172538	36.865016	-4.768408	22.2266	0.0239	W1P088	4	  3.5	0.7855	2	1	0.4524	0.771
VIPERS 116187443	116187443	36.864903	-4.694727	22.0746	0.0302	W1P088	4	  3.2	0.8084	2	1	0.4524	0.750
VIPERS 116172527	116172527	36.866946	-4.768343	21.6601	0.0166	W1P088	4	  3.2	0.7882	2	1	0.4525	0.838
VIPERS 116191981	116191981	36.867285	-4.672103	21.5690	0.0196	W1P088	4	  2.5	0.4906	2	1	0.4525	0.696
VIPERS 116177475	116177475	36.868532	-4.744918	22.4047	0.0337	W1P088	4	  4.5	0.6372	2	1	0.4463	0.756
VIPERS 116175833	116175833	36.871359	-4.753076	22.3579	0.0252	W1P088	4	  4.5	0.7056	2	1	0.4463	0.771
VIPERS 116182522	116182522	36.870500	-4.714533	21.1033	0.0121	W1P088	4	  4.4	0.5453	2	1	0.4410	0.858
VIPERS 125008922	125008922	36.871234	-4.652840	21.1464	0.0154	W1P088	4	  4.2	0.8065	2	1	0.4410	0.864
VIPERS 116193716	116193716	36.874537	-4.665114	22.3578	0.0402	W1P088	4	  1.2	1.0557	2	1	0.4463	-1.000
VIPERS 116174162	116174162	36.876382	-4.760867	21.9686	0.0226	W1P088	4	  1.5	0.9632	2	1	0.4508	-1.000
VIPERS 116182692	116182692	36.875999	-4.718331	21.1673	0.0124	W1P088	4	  4.5	0.4535	2	1	0.4410	0.776
VIPERS 116171949	116171949	36.878393	-4.771304	21.5604	0.0139	W1P088	4	  3.5	0.6370	2	1	0.4525	0.856
VIPERS 116188116	116188116	36.877831	-4.691300	21.7333	0.0189	W1P088	4	  2.2	1.0233	2	1	0.4525	0.638
VIPERS 119037786	119037786	30.841604	-4.515105	21.8833	0.0220	W1P065	1	  2.5	0.7713	2	1	0.4508	0.838
VIPERS 119025505	119025505	30.844812	-4.573870	20.9273	0.0140	W1P065	1	  4.5	0.5614	2	1	0.4479	0.949
VIPERS 119037514	119037514	30.845406	-4.516945	21.9248	0.0268	W1P065	1	  3.5	0.6380	2	1	0.4508	0.856
VIPERS 119021294	119021294	30.846900	-4.595550	22.2136	0.0369	W1P065	1	  0.0	9.9999	2	1	0.4524	-1.000
VIPERS 119042623	119042623	30.846960	-4.490215	20.9870	0.0181	W1P065	1	  1.5	0.6846	2	1	0.4479	-1.000
VIPERS 119030891	119030891	30.848908	-4.548118	20.2939	0.0068	W1P065	1	  3.5	0.5069	2	1	0.4472	0.966
VIPERS 119025028	119025028	30.850686	-4.575999	20.8420	0.0142	W1P065	1	  3.5	0.7131	2	1	0.4479	0.939
VIPERS 119033433	119033433	30.851178	-4.536962	22.4314	0.0350	W1P065	1	  3.5	0.5075	2	1	0.4463	0.646
VIPERS 119041058	119041058	30.850838	-4.498961	21.6475	0.0152	W1P065	1	 13.2	2.2965	2	1	-1.0000	-1.000
VIPERS 119020919	119020919	30.854080	-4.597724	21.6381	0.0196	W1P065	1	  2.4	0.8195	2	1	0.4525	0.821
VIPERS 119032683	119032683	30.855344	-4.540534	22.2729	0.0384	W1P065	1	  2.5	0.9150	2	1	0.4463	0.745
VIPERS 119034863	119034863	30.856988	-4.529889	22.4238	0.0354	W1P065	1	  2.2	0.9848	2	1	0.4463	0.745
VIPERS 119043050	119043050	30.857582	-4.489457	22.2709	0.0298	W1P065	1	  3.5	0.7050	2	1	0.4463	0.771
VIPERS 119035904	119035904	30.859438	-4.524760	22.3348	0.0305	W1P065	1	  3.5	0.7187	2	1	0.4463	0.771
VIPERS 119045197	119045197	30.859085	-4.477670	21.4765	0.0172	W1P065	1	  4.5	0.7245	2	1	0.4519	0.903
VIPERS 119026126	119026126	30.862358	-4.572332	22.4909	0.0328	W1P065	1	  2.5	0.5071	2	1	0.4463	0.646
VIPERS 119034255	119034255	30.861384	-4.532814	22.2988	0.0350	W1P065	1	  3.5	0.9133	2	1	0.4463	0.745
VIPERS 119027964	119027964	30.864997	-4.562727	21.7958	0.0284	W1P065	1	  2.5	1.0936	2	1	0.4508	0.638
VIPERS 119037787	119037787	30.866589	-4.515385	22.2977	0.0305	W1P065	1	  3.2	0.7168	2	1	0.4463	0.771
VIPERS 119044040	119044040	30.869644	-4.483193	22.1036	0.0293	W1P065	1	  2.5	1.0386	2	1	0.4524	0.619
VIPERS 119020818	119020818	30.873225	-4.598145	22.1304	0.0224	W1P065	1	  3.5	0.6830	2	1	0.4524	0.756
VIPERS 119036457	119036457	30.872915	-4.521827	21.8542	0.0211	W1P065	1	  4.5	0.8252	2	1	0.4508	0.821
VIPERS 119027269	119027269	30.875863	-4.565388	20.9410	0.0158	W1P065	1	  4.5	0.7696	2	1	0.4479	0.939
VIPERS 119036438	119036438	30.875235	-4.522225	21.9893	0.0194	W1P065	1	  3.4	0.6656	2	1	0.4508	0.856
VIPERS 119043695	119043695	30.874776	-4.483080	21.2957	0.0170	W1P065	1	  4.4	0.7265	2	1	0.4519	0.903
VIPERS 119027271	119027271	30.877496	-4.566765	21.8460	0.0313	W1P065	1	  2.5	0.5569	2	1	0.4508	0.844
VIPERS 119035135	119035135	30.877316	-4.528214	21.8426	0.0293	W1P065	1	  4.5	0.7258	2	1	0.4508	0.838
VIPERS 119044628	119044628	30.878124	-4.481429	22.3643	0.0531	W1P065	1	  2.5	1.2159	2	1	0.4463	0.522
VIPERS 119022820	119022820	30.883177	-4.587941	21.2195	0.0178	W1P065	1	  3.5	0.8227	2	1	0.4410	0.864
VIPERS 119041191	119041191	30.882518	-4.498617	22.3725	0.0275	W1P065	1	  4.5	0.5875	2	1	0.4463	0.718
VIPERS 119024291	119024291	30.885302	-4.580124	21.4011	0.0207	W1P065	1	  3.2	0.6355	2	1	0.4519	0.920
VIPERS 119033077	119033077	30.886268	-4.538740	22.2337	0.0298	W1P065	1	  2.5	0.7121	2	1	0.4524	0.771
VIPERS 119040617	119040617	30.884758	-4.500313	20.7226	0.0090	W1P065	1	  4.5	0.7182	2	1	0.4582	0.939
VIPERS 119029615	119029615	30.887642	-4.554901	21.9584	0.0233	W1P065	1	  2.2	0.9608	2	1	0.4508	0.781
VIPERS 119039382	119039382	30.887532	-4.507445	22.1938	0.0322	W1P065	1	  2.5	0.6237	2	1	0.4524	0.756
VIPERS 119030545	119030545	30.888876	-4.550545	21.6948	0.0204	W1P065	1	  1.5	0.7107	2	1	0.4525	-1.000
VIPERS 119027458	119027458	30.892981	-4.565967	22.3103	0.0288	W1P065	1	  4.2	0.6105	2	1	0.4463	0.718
VIPERS 119025093	119025093	30.894460	-4.575575	21.4592	0.0217	W1P065	1	  2.2	0.7261	2	1	0.4519	0.903
VIPERS 119039566	119039566	30.894625	-4.506693	22.0986	0.0280	W1P065	1	  3.5	0.9772	2	1	0.4524	0.745
VIPERS 119030893	119030893	30.896227	-4.548118	21.0388	0.0141	W1P065	1	  3.5	0.6196	2	1	0.4410	0.920
VIPERS 119044083	119044083	30.895815	-4.483691	21.5654	0.0171	W1P065	1	  2.4	0.5229	2	1	0.4525	0.782
VIPERS 119026249	119026249	30.899389	-4.571322	21.4245	0.0144	W1P065	1	  4.4	0.7582	2	1	0.4519	0.903
VIPERS 119035353	119035353	30.898538	-4.527715	22.4452	0.0454	W1P065	1	  3.2	0.7045	2	1	0.4463	0.771
VIPERS 119044420	119044420	30.898968	-4.481262	20.7737	0.0100	W1P065	1	  4.2	0.2416	2	1	0.4479	0.875
VIPERS 119021141	119021141	30.900930	-4.596679	22.2646	0.0456	W1P065	1	  1.2	0.9672	2	1	0.4463	-1.000
VIPERS 119029005	119029005	30.902676	-4.556650	20.7861	0.0133	W1P065	1	  4.5	0.7120	2	1	0.4479	0.939
VIPERS 119039812	119039812	30.901812	-4.505884	22.4274	0.0293	W1P065	1	  4.5	0.7083	2	1	0.4463	0.771
VIPERS 119029602	119029602	30.904435	-4.554832	22.0234	0.0269	W1P065	1	  2.5	0.7119	2	1	0.4524	0.771
VIPERS 119035613	119035613	30.906235	-4.526224	22.1037	0.0254	W1P065	1	  3.5	0.7709	2	1	0.4524	0.771
VIPERS 119034391	119034391	30.908201	-4.530083	21.8473	0.0259	W1P065	1	  4.5	0.7095	2	1	0.4508	0.838
VIPERS 119043336	119043336	30.907862	-4.485488	20.7622	0.0118	W1P065	1	  3.4	0.7272	2	1	0.4479	0.939
VIPERS 119039474	119039474	30.909931	-4.506879	22.2566	0.0347	W1P065	1	  3.2	0.7693	2	1	0.4463	0.771
VIPERS 119030293	119030293	30.912226	-4.548026	21.9705	0.0249	W1P065	1	  3.5	0.4924	2	1	0.4508	0.696
VIPERS 119043982	119043982	30.911240	-4.485058	22.3229	0.0331	W1P065	1	  3.4	0.7137	2	1	0.4463	0.771
VIPERS 119037460	119037460	30.913504	-4.516197	21.9114	0.0263	W1P065	1	  1.5	0.5339	2	1	0.4508	-1.000
VIPERS 119040221	119040221	30.914680	-4.502700	20.4754	0.0067	W1P065	1	  3.5	0.4945	2	1	0.4472	0.950
VIPERS 119021362	119021362	30.918683	-4.594924	21.0654	0.0115	W1P065	1	  4.4	0.6635	2	1	0.4410	0.920
VIPERS 119043211	119043211	30.917801	-4.488222	22.0052	0.0215	W1P065	1	  4.5	0.7712	2	1	0.4524	0.771
VIPERS 119022012	119022012	30.922754	-4.592060	21.4077	0.0168	W1P065	1	  3.4	0.6629	2	1	0.4519	0.920
VIPERS 119034839	119034839	30.922524	-4.529865	22.3730	0.0404	W1P065	1	  2.5	0.9159	2	1	0.4463	0.745
VIPERS 119042187	119042187	30.920227	-4.492623	21.9791	0.0324	W1P065	1	  2.5	0.7101	2	1	0.4508	0.838
VIPERS 119026250	119026250	30.924348	-4.571754	22.4272	0.0429	W1P065	1	  1.5	0.5564	2	1	0.4463	-1.000
VIPERS 119035535	119035535	30.923811	-4.525875	22.0338	0.0322	W1P065	1	  2.5	0.4415	2	1	0.4524	0.802
VIPERS 119036831	119036831	30.925879	-4.518599	20.2081	0.0062	W1P065	1	  4.5	0.4931	2	1	0.4392	0.950
VIPERS 119044774	119044774	30.926164	-4.480017	21.8489	0.0266	W1P065	1	  3.5	0.6277	2	1	0.4508	0.856
VIPERS 119025776	119025776	30.928161	-4.574218	22.4102	0.0378	W1P065	1	  3.5	0.7692	2	1	0.4463	0.771
VIPERS 119030536	119030536	30.929425	-4.549689	21.2562	0.0149	W1P065	1	  4.5	0.7808	2	1	0.4519	0.903
VIPERS 119031448	119031448	30.933427	-4.545871	21.8385	0.0222	W1P065	1	  3.2	0.9947	2	1	0.4508	0.781
VIPERS 119042656	119042656	30.932967	-4.491383	22.2595	0.0256	W1P065	1	  2.5	0.6525	2	1	0.4463	0.756
VIPERS 119031203	119031203	30.938393	-4.546962	21.2026	0.0197	W1P065	1	  3.5	0.7302	2	1	0.4410	0.903
VIPERS 119044604	119044604	30.939144	-4.480340	20.4471	0.0098	W1P065	1	  4.5	0.5096	2	1	0.4472	0.966
VIPERS 119034024	119034024	30.941814	-4.533019	21.6815	0.0542	W1P065	1	  0.0	9.9999	2	0	-99.0000	-99.000
VIPERS 119037338	119037338	30.943098	-4.517582	21.9821	0.0250	W1P065	1	  2.5	0.8681	2	1	0.4508	0.821
VIPERS 119037393	119037393	30.944434	-4.516952	22.1197	0.0326	W1P065	1	  1.5	0.9620	2	1	0.4524	-1.000
VIPERS 119037928	119037928	30.948078	-4.514841	22.3308	0.0467	W1P065	1	  1.2	0.8642	2	1	0.4463	-1.000
VIPERS 119028781	119028781	30.949845	-4.559446	22.4284	0.0463	W1P065	1	  2.5	0.7692	2	1	0.4463	0.771
VIPERS 119039779	119039779	30.950095	-4.505418	21.9476	0.0243	W1P065	1	  4.5	0.5223	2	1	0.4508	0.782
VIPERS 119034377	119034377	30.953577	-4.532257	21.6186	0.0140	W1P065	1	  4.5	0.7678	2	1	0.4525	0.838
VIPERS 119021334	119021334	30.954968	-4.595803	21.7353	0.0170	W1P066	2	  3.5	0.7590	2	1	0.4525	0.838
VIPERS 119022017	119022017	30.694862	-4.592574	22.2567	0.0412	W1P065	2	  2.5	0.5953	2	1	0.4463	0.718
VIPERS 119034460	119034460	30.695792	-4.531518	21.2245	0.0122	W1P065	2	  3.5	0.5061	2	1	0.4410	0.858
VIPERS 119033304	119033304	30.696917	-4.537463	21.3601	0.0105	W1P065	2	  3.5	0.5594	2	1	0.4519	0.914
VIPERS 119034218	119034218	30.699752	-4.532222	21.7793	0.0334	W1P065	2	  4.5	0.6305	2	1	0.4508	0.856
VIPERS 119028854	119028854	30.702204	-4.558966	22.0955	0.0302	W1P065	2	  4.5	0.6308	2	1	0.4524	0.756
VIPERS 119037927	119037927	30.701296	-4.513467	20.7473	0.0101	W1P065	2	  4.4	0.6980	2	1	0.4582	0.959
VIPERS 119034308	119034308	30.703895	-4.532555	22.1036	0.0234	W1P065	2	  1.5	0.5702	2	1	0.4524	-1.000
VIPERS 119027034	119027034	30.705017	-4.567609	22.3186	0.0400	W1P065	2	  2.5	0.9754	2	1	0.4463	0.745
VIPERS 119034946	119034946	30.705554	-4.527873	20.7647	0.0112	W1P065	2	  2.5	0.5578	2	1	0.4479	0.949
VIPERS 119027131	119027131	30.707884	-4.566899	21.7159	0.0232	W1P065	2	  2.5	1.0508	2	1	0.4525	0.638
VIPERS 119039627	119039627	30.707205	-4.505590	21.5450	0.0179	W1P065	2	  4.5	0.5058	2	1	0.4525	0.782
VIPERS 119035099	119035099	30.711468	-4.528923	21.9673	0.0189	W1P065	2	  3.5	0.5077	2	1	0.4508	0.782
VIPERS 119030078	119030078	30.713513	-4.552029	21.1845	0.0147	W1P065	2	  3.5	0.7248	2	1	0.4410	0.903
VIPERS 119038007	119038007	30.713179	-4.513854	22.0909	0.0334	W1P065	2	  2.2	0.7743	2	1	0.4524	0.771
VIPERS 119028906	119028906	30.715253	-4.558016	21.4277	0.0161	W1P065	2	  3.5	0.7746	2	1	0.4519	0.903
VIPERS 119038771	119038771	30.715299	-4.509502	20.8211	0.0114	W1P065	2	  3.5	0.8963	2	1	0.4479	0.905
VIPERS 119022804	119022804	30.718089	-4.587961	20.5183	0.0079	W1P065	2	  4.4	0.5064	2	1	0.4582	0.935
VIPERS 119032967	119032967	30.717928	-4.538152	22.3997	0.0516	W1P065	2	  2.5	0.6328	2	1	0.4463	0.756
VIPERS 119044026	119044026	30.717541	-4.484714	22.2968	0.0284	W1P065	2	  3.5	0.8966	2	1	0.4463	0.750
VIPERS 119045885	119045885	30.720368	-4.475447	22.4538	0.0438	W1P065	2	  3.5	0.5240	2	1	0.4463	0.646
VIPERS 119025484	119025484	30.721595	-4.574325	21.7866	0.0471	W1P065	2	  2.5	0.8969	2	1	0.4508	0.821
VIPERS 119035213	119035213	30.722246	-4.527592	21.8024	0.0396	W1P065	2	  2.5	0.8989	2	1	0.4508	0.821
VIPERS 119045830	119045830	30.722753	-4.475413	21.7241	0.0366	W1P065	2	  3.5	0.8748	2	1	0.4525	0.821
VIPERS 119023817	119023817	30.724267	-4.583913	22.2055	0.0387	W1P065	2	  1.2	0.9092	2	1	0.4524	-1.000
VIPERS 119035872	119035872	30.724591	-4.524457	22.3452	0.0406	W1P065	2	  4.5	1.1196	2	1	0.4463	0.522
VIPERS 119029138	119029138	30.725921	-4.556350	21.3812	0.0161	W1P065	2	  4.5	0.5743	2	1	0.4519	0.914
VIPERS 119039777	119039777	30.726056	-4.506123	22.4087	0.0339	W1P065	2	  3.5	0.9292	2	1	0.4463	0.745
VIPERS 119019897	119019897	30.727838	-4.602242	22.4675	0.0389	W1P065	2	  4.2	0.6970	2	1	0.4463	0.756
VIPERS 119039127	119039127	30.728089	-4.506676	21.9265	0.0626	W1P065	2	  0.0	9.9999	2	1	0.4508	-1.000
VIPERS 119019959	119019959	30.729616	-4.602112	21.8841	0.0238	W1P065	2	  4.5	0.6975	2	1	0.4508	0.856
VIPERS 119043074	119043074	30.730086	-4.486895	21.0338	0.0129	W1P065	2	  4.2	0.6458	2	1	0.4410	0.920
VIPERS 119043596	119043596	30.731496	-4.486320	21.6304	0.0185	W1P065	2	  4.5	0.5794	2	1	0.4525	0.844
VIPERS 119020075	119020075	30.735458	-4.601783	21.8350	0.0189	W1P065	2	  4.5	0.7678	2	1	0.4508	0.838
VIPERS 119037205	119037205	30.736110	-4.518022	22.3008	0.0298	W1P065	2	  3.5	0.4078	2	1	0.4463	0.802
VIPERS 119020618	119020618	30.738090	-4.598583	22.4727	0.0320	W1P065	2	  3.5	0.9763	2	1	0.4463	0.745
VIPERS 119031205	119031205	30.739096	-4.547684	22.0970	0.0229	W1P065	2	  3.5	0.6317	2	1	0.4524	0.756
VIPERS 119043686	119043686	30.738217	-4.485707	21.9820	0.0232	W1P065	2	  3.2	0.9750	2	1	0.4508	0.781
VIPERS 119018817	119018817	30.740856	-4.602921	19.3638	0.0037	W1P065	2	  4.2	0.5073	2	1	0.4866	0.981
VIPERS 119029982	119029982	30.740500	-4.552632	21.5349	0.0219	W1P065	2	  3.5	0.9122	2	1	0.4525	0.781
VIPERS 119043851	119043851	30.741257	-4.485034	21.5683	0.0203	W1P065	2	  3.5	0.5967	2	1	0.4525	0.844
VIPERS 119031239	119031239	30.743523	-4.547294	22.2473	0.0284	W1P065	2	  2.5	0.6513	2	1	0.4524	0.756
VIPERS 119040871	119040871	30.743939	-4.499662	21.4815	0.0150	W1P065	2	  4.5	0.5964	2	1	0.4519	0.914
VIPERS 119019919	119019919	30.745796	-4.601932	22.2228	0.0331	W1P065	2	  3.5	0.6519	2	1	0.4524	0.756
VIPERS 119030031	119030031	30.745197	-4.553238	22.3132	0.0271	W1P065	2	  4.5	0.7111	2	1	0.4463	0.771
VIPERS 119040019	119040019	30.745414	-4.500458	21.5343	0.0183	W1P065	2	  3.2	0.6480	2	1	0.4525	0.856
VIPERS 119026248	119026248	30.747413	-4.571355	21.4541	0.0168	W1P065	2	  3.2	0.8749	2	1	0.4519	0.864
VIPERS 119032798	119032798	30.750025	-4.539628	21.5988	0.0249	W1P065	2	  1.5	0.8118	2	1	0.4525	-1.000
VIPERS 119023011	119023011	30.752093	-4.587749	22.3567	0.0358	W1P065	2	  2.5	0.8187	2	1	0.4463	0.750
VIPERS 119037913	119037913	30.752378	-4.514155	21.5665	0.0189	W1P065	2	  4.5	0.5678	2	1	0.4525	0.844
VIPERS 119027885	119027885	30.753689	-4.564115	22.0594	0.0278	W1P065	2	  2.5	0.8177	2	1	0.4524	0.750
VIPERS 119038279	119038279	30.754042	-4.511535	21.4073	0.0237	W1P065	2	  2.5	0.5671	2	1	0.4519	0.914
VIPERS 119034376	119034376	30.757309	-4.531954	21.6509	0.0212	W1P065	2	  3.4	0.9387	2	1	0.4525	0.781
VIPERS 119041138	119041138	30.758008	-4.494937	21.1165	0.0188	W1P065	2	  3.5	0.9487	2	1	0.4410	0.815
VIPERS 119023087	119023087	30.759333	-4.587379	22.0999	0.0282	W1P065	2	  3.2	0.5716	2	1	0.4524	0.718
VIPERS 119043868	119043868	30.759897	-4.484941	22.4816	0.0464	W1P065	2	  0.0	9.9999	2	1	0.4463	-1.000
VIPERS 119024894	119024894	30.760959	-4.576846	20.8708	0.0094	W1P065	2	  4.5	0.8181	2	1	0.4479	0.905
VIPERS 119021435	119021435	30.762339	-4.595300	21.8444	0.0205	W1P065	2	  3.5	0.8199	2	1	0.4508	0.821
VIPERS 119031008	119031008	30.762543	-4.548113	22.3473	0.0394	W1P065	2	  1.5	0.5738	2	1	0.4463	-1.000
VIPERS 119033471	119033471	30.764974	-4.534556	20.5240	0.0110	W1P065	2	  4.5	0.5570	2	1	0.4582	0.949
VIPERS 119024327	119024327	30.766035	-4.581086	22.4483	0.0603	W1P065	2	  9.2	0.9117	2	1	0.4463	0.745
VIPERS 119027216	119027216	30.767232	-4.567275	22.2929	0.0253	W1P065	2	  2.5	0.7307	2	1	0.4463	0.771
VIPERS 119033173	119033173	30.768597	-4.537338	21.3597	0.0182	W1P065	2	  2.5	0.9076	2	1	0.4519	0.815
VIPERS 119025472	119025472	30.771641	-4.574747	21.2974	0.0144	W1P065	2	  4.5	0.5583	2	1	0.4519	0.914
VIPERS 119034117	119034117	30.773762	-4.532732	20.9948	0.0120	W1P065	2	  4.5	0.5668	2	1	0.4479	0.949
VIPERS 119025321	119025321	30.775281	-4.575659	22.1945	0.0381	W1P065	2	  4.5	0.5219	2	1	0.4524	0.646
VIPERS 119036512	119036512	30.775499	-4.519914	21.7929	0.0370	W1P065	2	  2.2	0.9497	2	1	0.4508	0.781
VIPERS 119021669	119021669	30.776838	-4.593829	22.4505	0.0561	W1P065	2	  0.0	9.9999	2	1	0.4463	-1.000
VIPERS 119039203	119039203	30.777377	-4.508618	22.0185	0.0252	W1P065	2	  3.5	0.7946	2	1	0.4524	0.771
VIPERS 119028192	119028192	30.784221	-4.561664	21.6543	0.0219	W1P065	2	  2.5	0.9120	2	1	0.4525	0.781
VIPERS 119025256	119025256	30.785418	-4.575153	20.8509	0.0132	W1P065	2	  3.4	0.6970	2	1	0.4479	0.959
VIPERS 119044418	119044418	30.786638	-4.482117	21.6117	0.0186	W1P065	2	  2.5	0.5226	2	1	0.4525	0.782
VIPERS 119021176	119021176	30.787805	-4.596665	21.9009	0.0272	W1P065	2	  4.5	0.5498	2	0	-99.0000	-99.000
VIPERS 119028283	119028283	30.790288	-4.561543	21.9950	0.0374	W1P065	2	  2.5	0.5579	2	1	0.4508	0.844
VIPERS 119038971	119038971	30.791676	-4.508584	20.8408	0.0111	W1P065	2	  4.5	0.7257	2	1	0.4479	0.939
VIPERS 119043088	119043088	30.793539	-4.488339	22.0637	0.0467	W1P065	2	  1.5	0.4433	2	1	0.4524	-1.000
VIPERS 119035612	119035612	30.794746	-4.520938	22.0060	0.0330	W1P065	2	  2.5	1.1664	2	1	0.4524	0.522
VIPERS 119027192	119027192	30.797823	-4.566194	21.6959	0.0176	W1P065	2	  4.5	0.8184	2	1	0.4525	0.821
VIPERS 119043452	119043452	30.799472	-4.486731	22.2224	0.0505	W1P065	2	  1.5	0.6352	2	1	0.4524	-1.000
VIPERS 119034158	119034158	30.801512	-4.532740	21.7447	0.0195	W1P065	2	  3.5	0.9140	2	1	0.4525	0.781
VIPERS 119026795	119026795	30.803527	-4.569198	21.8536	0.0210	W1P065	2	  4.2	0.4157	2	1	0.4508	0.799
VIPERS 110187106	110187106	30.692283	-4.759289	21.3107	0.0116	W1P064	4	  3.5	0.5072	2	1	0.4519	0.858
VIPERS 110197305	110197305	30.691904	-4.712287	21.7752	0.0250	W1P065	3	  4.5	0.4401	2	1	0.4508	0.799
VIPERS 110206253	110206253	30.692036	-4.667179	21.9953	0.0264	W1P065	3	  3.2	1.0344	2	1	0.4508	0.638
VIPERS 110193893	110193893	30.693435	-4.728192	21.3707	0.0150	W1P065	3	  4.4	0.7819	2	1	0.4519	0.903
VIPERS 110204515	110204515	30.694820	-4.679376	22.3096	0.0407	W1P065	3	  9.5	1.2196	2	1	0.4463	0.522
VIPERS 110196208	110196208	30.698432	-4.718101	22.3325	0.0357	W1P065	3	  3.5	0.5090	2	1	0.4463	0.646
VIPERS 119010183	119010183	30.699162	-4.648860	22.2269	0.0368	W1P065	3	  2.5	0.5067	2	1	0.4524	0.646
VIPERS 110194623	110194623	30.700552	-4.720694	21.2284	0.0151	W1P065	3	  1.5	0.6076	2	1	0.4410	-1.000
VIPERS 110184349	110184349	30.702166	-4.769152	21.0365	0.0184	W1P065	3	  1.4	0.4327	2	1	0.4410	-1.000
VIPERS 110203549	110203549	30.702790	-4.683934	22.4175	0.0418	W1P065	3	  2.5	0.5068	2	1	0.4463	0.646
VIPERS 110186248	110186248	30.704473	-4.763435	21.0741	0.0098	W1P065	3	  4.4	0.5067	2	1	0.4410	0.858
VIPERS 119009201	119009201	30.705173	-4.654020	22.4408	0.0350	W1P065	3	  2.2	0.9380	2	1	0.4463	0.745
VIPERS 110185773	110185773	30.707503	-4.764528	20.2302	0.0059	W1P065	3	  4.5	0.5202	2	1	0.4392	0.966
VIPERS 110195354	110195354	30.707335	-4.721639	22.3649	0.0280	W1P065	3	  4.5	1.0763	2	1	0.4463	0.619
VIPERS 110206757	110206757	30.706360	-4.668048	22.3577	0.0345	W1P065	3	  2.5	0.8192	2	1	0.4463	0.750
VIPERS 110197177	110197177	30.708450	-4.710296	21.8155	0.0257	W1P065	3	  1.2	1.4315	2	1	0.4508	-1.000
VIPERS 110184629	110184629	30.711123	-4.770475	21.7131	0.0210	W1P065	3	  3.5	1.0118	2	1	0.4525	0.638
VIPERS 110204004	110204004	30.710386	-4.681427	22.1180	0.0219	W1P065	3	  1.2	1.4657	2	1	0.4524	-1.000
VIPERS 110191699	110191699	30.713733	-4.736725	20.3885	0.0085	W1P065	3	  4.5	0.7125	2	1	0.4472	0.967
VIPERS 119009559	119009559	30.712836	-4.651862	22.2663	0.0339	W1P065	3	  4.5	0.7688	2	1	0.4463	0.771
VIPERS 110200028	110200028	30.715409	-4.700305	22.0287	0.0235	W1P065	3	  1.5	0.5592	2	1	0.4524	-1.000
VIPERS 110192456	110192456	30.717326	-4.735256	20.9741	0.0134	W1P065	3	  3.5	0.9698	2	1	0.4479	0.873
VIPERS 110192691	110192691	30.718493	-4.733895	20.8902	0.0134	W1P065	3	  3.5	0.7161	2	1	0.4479	0.939
VIPERS 110201834	110201834	30.722762	-4.691410	21.8658	0.0247	W1P065	3	  4.2	0.8804	2	1	0.4508	0.821
VIPERS 110194330	110194330	30.724295	-4.726456	22.1315	0.0361	W1P065	3	  4.2	0.6234	2	1	0.4524	0.756
VIPERS 110205940	110205940	30.723982	-4.672312	22.2243	0.0425	W1P065	3	  1.5	1.1351	2	1	0.4524	-1.000
VIPERS 110199856	110199856	30.725981	-4.700984	22.0621	0.0302	W1P065	3	  2.5	0.7257	2	1	0.4524	0.771
