# VIPERS Database
# File    : VIPERS_W1_SPECTRO_PDR1.txt.gz
# Date    : 2013-10-15 10:43
# Table   : W1_SPECTRO_PDR1
# Columns : 14
# Rows    : 30523
# SQL     : SELECT W1_SPECTRO_PDR1.id_IAU, W1_SPECTRO_PDR1.num, W1_SPEC
#           TRO_PDR1.alpha, W1_SPECTRO_PDR1.delta, W1_SPECTRO_PDR1.selm
#           ag, W1_SPECTRO_PDR1.errselmag, W1_SPECTRO_PDR1.pointing, W1
#           _SPECTRO_PDR1.quadrant, W1_SPECTRO_PDR1.zflg, W1_SPECTRO_PD
#           R1.zspec, W1_SPECTRO_PDR1.epoch, W1_SPECTRO_PDR1.photoMask,
#            W1_SPECTRO_PDR1.tsr, W1_SPECTRO_PDR1.ssr FROM W1_SPECTRO_P
#           DR1
# id_IAU	num	alpha	delta	selmag	errselmag	pointing	quadrant	zflg	zspec	epoch	photoMask	tsr	ssr
# CHAR	VARCHAR	DOUBLE	DOUBLE	FLOAT	FLOAT	VARCHAR	INT	FLOAT	FLOAT	INT	CHAR	FLOAT	FLOAT
# 		deg	deg	mag	mag								
VIPERS 121059367	121059367	32.965689	-4.415215	20.5175	0.0106	W1P043	3	  4.4	0.7307	1	1	0.4582	0.939
VIPERS 121057145	121057145	32.967735	-4.428258	21.5028	0.0237	W1P043	3	  4.5	0.7300	1	1	0.4525	0.838
VIPERS 121074879	121074879	32.967938	-4.348716	21.0947	0.0119	W1P043	3	  4.4	0.5538	1	0	-99.0000	-99.000
VIPERS 121058999	121058999	32.969693	-4.419473	21.4324	0.0295	W1P043	3	  4.4	0.5713	1	1	0.4519	0.914
VIPERS 121052539	121052539	32.971012	-4.449811	21.2495	0.0163	W1P043	3	  3.2	0.0000	1	1	-1.0000	-1.000
VIPERS 121062311	121062311	32.971082	-4.403641	21.4105	0.0213	W1P043	3	  4.5	0.5694	1	1	0.4519	0.914
VIPERS 121051898	121051898	32.973538	-4.452972	22.2708	0.0399	W1P043	3	  3.5	0.5938	1	1	0.4463	0.718
VIPERS 121065745	121065745	32.973383	-4.388734	21.5519	0.0217	W1P043	3	  3.5	0.5700	1	1	0.4525	0.844
VIPERS 121064967	121064967	32.974911	-4.392009	20.2927	0.0061	W1P043	3	  4.5	0.5278	1	1	0.4472	0.966
VIPERS 121064822	121064822	32.976111	-4.392109	21.8434	0.0248	W1P043	3	  2.5	0.5256	1	1	0.4508	0.782
VIPERS 121068047	121068047	32.978599	-4.377524	22.4724	0.0478	W1P043	3	  2.5	0.7790	1	1	0.4463	0.771
VIPERS 121057702	121057702	32.980176	-4.423554	21.5660	0.0444	W1P043	3	  2.5	0.9022	1	1	0.4525	0.781
VIPERS 121070224	121070224	32.981037	-4.368152	22.2319	0.0496	W1P043	3	  2.2	0.0000	1	0	-99.0000	-99.000
VIPERS 121052823	121052823	32.983622	-4.448285	22.3605	0.0389	W1P043	3	  4.5	0.2533	1	1	0.4463	0.380
VIPERS 121048771	121048771	32.986781	-4.468160	22.1775	0.0340	W1P043	3	  2.5	0.8347	1	1	0.4524	0.750
VIPERS 121049023	121049023	32.989103	-4.467038	22.2571	0.0344	W1P043	3	  4.2	0.6631	1	1	0.4463	0.756
VIPERS 121056704	121056704	32.988751	-4.430037	21.4363	0.0173	W1P043	3	  4.5	0.7270	1	1	0.4519	0.903
VIPERS 121065978	121065978	32.988294	-4.382147	20.6112	0.0092	W1P043	3	  4.4	0.5285	1	1	0.4582	0.935
VIPERS 121050432	121050432	32.991740	-4.459882	22.3690	0.0381	W1P043	3	  4.5	0.5876	1	1	0.4463	0.718
VIPERS 121058255	121058255	32.991021	-4.421444	20.3557	0.0092	W1P043	3	  4.4	0.5571	1	1	0.4472	0.967
VIPERS 121056856	121056856	32.992847	-4.428849	21.3942	0.0193	W1P043	3	  4.2	0.5688	1	1	0.4519	0.914
VIPERS 121050692	121050692	32.997557	-4.458759	21.6521	0.0199	W1P043	3	  1.2	0.2946	1	1	-1.0000	-1.000
VIPERS 121061843	121061843	32.997269	-4.406187	22.1630	0.0327	W1P043	3	  2.5	0.4410	1	1	0.4524	0.802
VIPERS 121073957	121073957	32.998592	-4.352838	21.7867	0.0274	W1P043	3	  3.2	0.6096	1	1	0.4508	0.856
VIPERS 121058588	121058588	33.001011	-4.420978	22.3168	0.0327	W1P043	3	  3.5	0.7590	1	1	0.4463	0.771
VIPERS 121049840	121049840	33.003259	-4.462135	20.7800	0.0135	W1P043	3	  4.5	0.4972	1	1	0.4479	0.884
VIPERS 121061353	121061353	33.003531	-4.407868	21.1769	0.0121	W1P043	3	  3.2	0.0000	1	1	0.4410	-1.000
VIPERS 121072278	121072278	33.002024	-4.360297	20.6071	0.0157	W1P043	3	  4.5	0.5890	1	1	0.4582	0.949
VIPERS 121056650	121056650	33.006793	-4.429822	21.5939	0.0262	W1P043	3	  1.2	0.6292	1	1	0.4525	-1.000
VIPERS 121061394	121061394	33.009085	-4.407842	22.4026	0.0315	W1P043	3	  2.5	0.7296	1	1	0.4463	0.771
VIPERS 121070174	121070174	33.008787	-4.369028	21.8597	0.0319	W1P043	3	  3.2	0.8076	1	1	0.4508	0.821
VIPERS 121060131	121060131	33.010560	-4.413749	22.2851	0.0285	W1P043	3	  2.5	0.7258	1	1	0.4463	0.771
VIPERS 121069195	121069195	33.010208	-4.370610	20.4385	0.0098	W1P043	3	  4.5	0.7633	1	1	0.4472	0.967
VIPERS 121056632	121056632	33.012293	-4.430598	22.4145	0.0370	W1P043	3	  4.5	0.7592	1	1	0.4463	0.771
VIPERS 121060650	121060650	33.014321	-4.411487	20.9889	0.0115	W1P043	3	  4.2	0.5522	1	1	0.4479	0.949
VIPERS 121073962	121073962	33.013903	-4.352775	21.3644	0.0181	W1P043	3	  4.5	1.0502	1	1	0.4519	0.646
VIPERS 121049830	121049830	33.016163	-4.462582	21.5109	0.0206	W1P043	3	  1.5	0.4950	1	1	0.4525	-1.000
VIPERS 121063847	121063847	33.015953	-4.397024	21.3311	0.0150	W1P043	3	  4.2	0.7277	1	1	0.4519	0.903
VIPERS 121073425	121073425	33.015515	-4.355282	21.5968	0.0280	W1P043	3	  3.5	0.7606	1	1	0.4525	0.838
VIPERS 121069519	121069519	33.017289	-4.371380	22.3180	0.0391	W1P043	3	  3.5	0.8066	1	1	0.4463	0.750
VIPERS 121063355	121063355	33.018799	-4.399045	21.8548	0.0225	W1P043	3	  4.5	0.7273	1	1	0.4508	0.838
VIPERS 121054467	121054467	33.021200	-4.440119	21.5502	0.0260	W1P043	3	  4.5	0.7366	1	1	0.4525	0.838
VIPERS 121064290	121064290	33.020216	-4.394751	22.4600	0.0450	W1P043	3	  3.2	1.0628	1	1	0.4463	0.619
VIPERS 121073808	121073808	33.020545	-4.353492	21.7549	0.0324	W1P043	3	  3.2	0.9373	1	1	0.4508	0.781
VIPERS 121056239	121056239	33.022747	-4.431927	22.1403	0.0288	W1P043	3	  4.5	0.7927	1	1	0.4524	0.771
VIPERS 121065306	121065306	33.023822	-4.389494	22.0193	0.0217	W1P043	3	  4.5	0.8152	1	1	0.4524	0.750
VIPERS 121074804	121074804	33.022859	-4.349211	21.3055	0.0168	W1P043	3	  4.2	1.0597	1	1	0.4519	0.646
VIPERS 121056908	121056908	33.025280	-4.429055	21.5873	0.0185	W1P043	3	  4.5	0.7261	1	1	0.4525	0.838
VIPERS 121074816	121074816	33.024943	-4.348543	22.3342	0.0358	W1P043	3	  3.5	1.0617	1	1	0.4463	0.619
VIPERS 121062400	121062400	33.026606	-4.403394	21.8816	0.0338	W1P043	3	  2.5	0.8943	1	1	0.4508	0.821
VIPERS 121060326	121060326	33.027956	-4.412695	21.2776	0.0152	W1P043	3	  3.5	0.5573	1	1	0.4519	0.914
VIPERS 121061539	121061539	33.030276	-4.407438	22.4252	0.0340	W1P043	3	  3.5	0.7321	1	1	0.4463	0.771
VIPERS 121048936	121048936	33.031886	-4.466560	22.0050	0.0341	W1P043	3	  4.5	0.6439	1	1	0.4524	0.756
VIPERS 121060817	121060817	33.033577	-4.408747	20.2681	0.0087	W1P043	3	  4.5	0.7084	1	1	0.4472	0.967
VIPERS 121053936	121053936	33.035083	-4.443436	22.1416	0.0305	W1P043	3	  4.5	0.8076	1	1	0.4524	0.750
VIPERS 121062916	121062916	33.036042	-4.401165	22.0397	0.0320	W1P043	3	  2.5	0.7258	1	1	0.4524	0.771
VIPERS 121052309	121052309	33.038022	-4.450517	22.1149	0.0766	W1P043	3	  1.5	0.7168	1	1	0.4524	-1.000
VIPERS 121065375	121065375	33.037282	-4.389834	21.9377	0.0215	W1P043	3	  4.5	0.9668	1	1	0.4508	0.781
VIPERS 121068767	121068767	33.039260	-4.371422	21.4101	0.0162	W1P043	3	  4.4	0.5418	1	1	0.4519	0.858
VIPERS 121066486	121066486	33.040503	-4.385119	22.2554	0.0389	W1P043	3	  3.5	0.6667	1	1	0.4463	0.756
VIPERS 121060658	121060658	33.041979	-4.411300	22.1164	0.0259	W1P043	3	  2.5	0.9194	1	1	0.4524	0.745
VIPERS 121051713	121051713	33.044350	-4.453391	22.4735	0.0781	W1P043	3	  0.0	9.9999	1	1	0.4463	-1.000
VIPERS 121059590	121059590	33.043073	-4.416031	23.0612	0.0645	W1P043	3	 29.1	1.2803	1	1	-99.0000	-99.000
VIPERS 121059743	121059743	33.043657	-4.415996	21.8874	0.0247	W1P043	3	  3.4	0.7589	1	1	0.4508	0.838
VIPERS 121051735	121051735	33.046166	-4.453917	21.9201	0.0274	W1P043	3	  4.5	0.6599	1	1	0.4508	0.856
VIPERS 121072581	121072581	33.045246	-4.358627	22.4655	0.0609	W1P043	3	  1.5	0.7256	1	1	0.4463	-1.000
VIPERS 121049818	121049818	33.047414	-4.462646	22.4957	0.0520	W1P043	3	  3.2	1.1103	1	1	0.4463	0.522
VIPERS 121058025	121058025	33.047672	-4.423792	22.4190	0.0375	W1P043	3	  4.5	0.5576	1	1	0.4463	0.718
VIPERS 121067493	121067493	33.047125	-4.380211	21.5150	0.0350	W1P043	3	  4.5	0.5423	1	1	0.4525	0.782
VIPERS 121072411	121072411	33.048657	-4.359424	21.6449	0.0190	W1P043	3	  4.2	1.0702	1	1	0.4525	0.638
VIPERS 121056068	121056068	33.051006	-4.432024	21.0765	0.0157	W1P043	3	  3.5	0.4808	1	1	0.4410	0.776
VIPERS 121068164	121068164	33.050474	-4.377961	21.1412	0.0171	W1P043	3	  3.5	0.6651	1	1	0.4410	0.920
VIPERS 121072635	121072635	33.053442	-4.358415	21.8496	0.0245	W1P043	3	  2.5	0.9635	1	1	0.4508	0.781
VIPERS 121053031	121053031	33.055552	-4.446422	22.1050	0.0403	W1P043	3	  2.5	0.7291	1	1	0.4524	0.771
VIPERS 121063240	121063240	33.055373	-4.399067	22.4168	0.0310	W1P043	3	  2.5	0.7268	1	1	0.4463	0.771
VIPERS 121072699	121072699	33.055503	-4.357274	22.4049	0.0354	W1P043	3	  4.5	0.4762	1	1	0.4463	0.608
VIPERS 121054444	121054444	33.058480	-4.440620	21.5038	0.0220	W1P043	3	  4.5	0.6138	1	1	0.4525	0.856
VIPERS 121067368	121067368	33.058030	-4.380966	21.9686	0.0273	W1P043	3	  4.5	0.6642	1	1	0.4508	0.856
VIPERS 121056841	121056841	33.063744	-4.428000	20.4407	0.0100	W1P043	3	  4.4	0.5868	1	1	0.4472	0.967
VIPERS 121071534	121071534	33.063584	-4.359787	22.1128	0.0386	W1P043	3	  3.5	0.8764	1	1	0.4524	0.750
VIPERS 121053221	121053221	33.065593	-4.446744	22.0932	0.0269	W1P043	3	  3.2	0.9656	1	1	0.4524	0.745
VIPERS 121061062	121061062	33.066238	-4.409428	22.0519	0.0368	W1P043	3	  9.2	0.9630	1	1	0.4524	0.745
VIPERS 121071140	121071140	33.065886	-4.363280	22.1504	0.0266	W1P043	3	  3.5	0.9232	1	1	0.4524	0.745
VIPERS 121072158	121072158	33.067543	-4.360707	21.2257	0.0159	W1P043	3	  4.5	0.6650	1	1	0.4410	0.920
VIPERS 122060352	122060352	33.070104	-4.397029	22.1716	0.0336	W1P043	3	  2.5	0.9696	1	1	0.4524	0.745
VIPERS 122052413	122052413	33.072178	-4.436700	21.1537	0.0160	W1P043	3	  4.2	0.5902	1	1	0.4410	0.914
VIPERS 122057083	122057083	33.073425	-4.413403	22.0110	0.0216	W1P043	3	  4.5	0.5870	1	1	0.4524	0.718
VIPERS 122055252	122055252	33.074968	-4.421344	20.6152	0.0085	W1P043	3	  4.4	0.6105	1	1	0.4582	0.949
VIPERS 127109915	127109915	37.868644	-4.182792	22.2251	0.0376	W1P059	2	  3.5	0.6128	1	1	0.4524	0.756
VIPERS 127086512	127086512	37.873974	-4.286973	21.1108	0.0137	W1P059	2	  4.4	0.5671	1	1	0.4410	0.914
VIPERS 127111762	127111762	37.872604	-4.174748	22.4150	0.0526	W1P059	2	  1.2	0.0000	1	1	0.4463	-1.000
VIPERS 127092488	127092488	37.875787	-4.260501	21.4555	0.0191	W1P059	2	  3.2	0.6510	1	1	0.4519	0.920
VIPERS 127085547	127085547	37.876759	-4.290273	22.2479	0.0370	W1P059	2	  1.5	0.5929	1	1	0.4524	-1.000
VIPERS 127083557	127083557	37.878250	-4.299308	22.3502	0.0393	W1P059	2	  1.2	0.7947	1	1	0.4463	-1.000
VIPERS 127099135	127099135	37.878997	-4.232005	22.3859	0.0648	W1P059	2	  0.0	9.9999	1	1	0.4463	-1.000
VIPERS 127100596	127100596	37.880141	-4.225487	21.6233	0.0183	W1P059	2	  9.5	0.9334	1	1	0.4525	0.781
VIPERS 127110534	127110534	37.880661	-4.180090	22.3388	0.0332	W1P059	2	  4.5	0.7301	1	1	0.4463	0.771
VIPERS 127094148	127094148	37.882925	-4.252355	22.0347	0.0271	W1P059	2	  4.5	0.6518	1	1	0.4524	0.756
VIPERS 127107665	127107665	37.883576	-4.192977	21.7933	0.0332	W1P059	2	  0.0	9.9999	1	1	0.4508	-1.000
VIPERS 127098405	127098405	37.885330	-4.234181	20.2559	0.0080	W1P059	2	  4.2	0.5949	1	1	0.4472	0.967
VIPERS 127095788	127095788	37.886959	-4.245855	22.3909	0.0347	W1P059	2	  4.5	0.7608	1	1	0.4463	0.771
VIPERS 127105009	127105009	37.886605	-4.205222	22.2903	0.0406	W1P059	2	  9.5	0.9694	1	1	0.4463	0.745
VIPERS 127089161	127089161	37.888390	-4.275056	21.8464	0.0202	W1P059	2	  3.4	0.5009	1	1	0.4508	0.782
VIPERS 127099359	127099359	37.888477	-4.229784	20.5386	0.0091	W1P059	2	  4.2	0.5832	1	1	0.4582	0.949
VIPERS 127088695	127088695	37.890311	-4.276510	22.2565	0.0262	W1P059	2	  4.2	0.5543	1	1	0.4463	0.718
VIPERS 127087845	127087845	37.892969	-4.281082	21.8746	0.0317	W1P059	2	  2.2	0.9030	1	1	0.4508	0.781
VIPERS 127097365	127097365	37.891931	-4.239637	20.9159	0.0128	W1P059	2	  3.5	0.5670	1	1	0.4479	0.949
VIPERS 127106389	127106389	37.892291	-4.198880	21.7365	0.0219	W1P059	2	  3.2	0.7788	1	1	0.4525	0.838
VIPERS 127091661	127091661	37.894384	-4.263359	22.0293	0.0245	W1P059	2	  3.2	0.7770	1	1	0.4524	0.771
VIPERS 127094360	127094360	37.895784	-4.251483	22.3850	0.0447	W1P059	2	  1.2	0.4897	1	1	0.4463	-1.000
VIPERS 127095737	127095737	37.897302	-4.246635	21.6964	0.0269	W1P059	2	  2.5	0.5685	1	1	0.4525	0.844
VIPERS 127110529	127110529	37.899998	-4.180494	21.7626	0.0309	W1P059	2	  2.5	0.7406	1	1	0.4508	0.838
VIPERS 127084283	127084283	37.900742	-4.295889	21.8172	0.0300	W1P059	2	  3.2	0.6524	1	1	0.4508	0.856
VIPERS 127085050	127085050	37.905758	-4.292771	21.3210	0.0205	W1P059	2	  4.5	0.5954	1	1	0.4519	0.914
VIPERS 127098944	127098944	37.906050	-4.232483	21.1123	0.0111	W1P059	2	  4.5	0.6332	1	1	0.4410	0.920
VIPERS 127089391	127089391	37.907228	-4.273043	22.4126	0.0348	W1P059	2	  9.2	0.8278	1	1	0.4463	0.750
VIPERS 127098869	127098869	37.908668	-4.232884	21.3027	0.0175	W1P059	2	  9.5	0.6601	1	1	0.4519	0.920
VIPERS 127110332	127110332	37.910942	-4.181156	21.7772	0.0276	W1P059	2	  0.0	9.9999	1	1	0.4508	-1.000
VIPERS 127103483	127103483	37.911961	-4.212250	22.3468	0.0478	W1P059	2	  9.5	0.6263	1	1	0.4463	0.756
VIPERS 127087873	127087873	37.915218	-4.280739	21.6221	0.0172	W1P059	2	  9.5	0.8564	1	1	0.4525	0.821
VIPERS 127102925	127102925	37.915957	-4.214306	20.4929	0.0095	W1P059	2	  4.5	0.6526	1	1	0.4472	0.982
VIPERS 127111993	127111993	37.917501	-4.173487	22.0778	0.0335	W1P059	2	  4.5	0.6807	1	1	0.4524	0.756
VIPERS 127099689	127099689	37.920399	-4.229009	22.4881	0.0331	W1P059	2	  4.5	0.6333	1	1	-1.0000	0.756
VIPERS 127087273	127087273	37.921994	-4.283632	21.1329	0.0130	W1P059	2	  3.2	0.5661	1	1	0.4410	0.914
VIPERS 127102905	127102905	37.923541	-4.215017	22.4466	0.0434	W1P059	2	  3.5	1.1885	1	1	0.4463	0.522
VIPERS 127084826	127084826	37.925439	-4.293990	22.0800	0.0312	W1P059	2	  1.5	0.8890	1	1	0.4524	-1.000
VIPERS 127084753	127084753	37.927709	-4.293800	21.8145	0.0243	W1P059	2	  4.5	0.8563	1	1	0.4508	0.821
VIPERS 127110010	127110010	37.928620	-4.182711	20.4457	0.0079	W1P059	2	  4.5	0.4343	1	1	0.4472	0.837
VIPERS 127093853	127093853	37.931394	-4.254120	21.1766	0.0126	W1P059	2	  4.2	0.5244	1	1	0.4410	0.858
VIPERS 127101525	127101525	37.932787	-4.220561	20.9835	0.0116	W1P059	2	  4.4	0.5498	1	1	0.4479	0.935
VIPERS 127094524	127094524	37.934369	-4.250946	22.0093	0.0282	W1P059	2	  4.5	0.6477	1	1	0.4524	0.756
VIPERS 127098442	127098442	37.936027	-4.234674	22.2457	0.0314	W1P059	2	  4.2	0.5492	1	1	-1.0000	0.646
VIPERS 127111307	127111307	37.936144	-4.176961	20.9909	0.0147	W1P059	2	  4.5	0.5660	1	1	0.4479	0.949
VIPERS 127089450	127089450	37.938312	-4.273360	22.0285	0.0335	W1P059	2	  3.5	0.8587	1	1	0.4524	0.750
VIPERS 127099687	127099687	37.938629	-4.229138	22.1390	0.0350	W1P059	2	  4.5	0.5893	1	1	0.4524	0.718
VIPERS 127094718	127094718	37.942050	-4.250291	21.9284	0.0293	W1P059	2	  9.5	0.9005	1	1	0.4508	0.781
VIPERS 127110291	127110291	37.943449	-4.180995	22.0993	0.0381	W1P059	2	  3.5	0.7457	1	1	0.4524	0.771
VIPERS 127086109	127086109	37.945292	-4.288070	21.9931	0.0299	W1P059	2	  0.0	9.9999	1	1	0.4508	-1.000
VIPERS 127105520	127105520	37.945378	-4.202896	21.2651	0.0156	W1P059	2	  3.5	0.6065	1	1	0.4519	0.914
VIPERS 127100643	127100643	37.946726	-4.225090	22.4232	0.0348	W1P059	2	  9.2	0.9562	1	1	0.4463	0.745
VIPERS 127093621	127093621	37.950129	-4.255182	21.9021	0.0215	W1P059	2	  4.2	0.6068	1	1	0.4508	0.844
VIPERS 127085528	127085528	37.952311	-4.287363	19.4089	0.0055	W1P059	2	  4.5	0.5839	1	1	0.4866	1.000
VIPERS 127097366	127097366	37.952179	-4.240211	22.3419	0.0599	W1P059	2	  2.5	0.7294	1	1	0.4463	0.771
VIPERS 127092139	127092139	37.953655	-4.262430	22.3627	0.0512	W1P059	2	  9.2	0.7243	1	1	0.4463	0.771
VIPERS 127086729	127086729	37.958886	-4.286054	21.5624	0.0232	W1P059	2	  2.2	0.9710	1	1	0.4525	0.781
VIPERS 127105325	127105325	37.959212	-4.202044	21.4019	0.0147	W1P059	2	  4.5	0.6363	1	1	0.4519	0.920
VIPERS 127085118	127085118	37.961860	-4.291677	19.6705	0.0045	W1P059	2	  4.2	0.0000	1	1	0.4290	-1.000
VIPERS 127110436	127110436	37.962235	-4.180703	22.0833	0.0260	W1P059	2	  3.5	0.7637	1	1	0.4524	0.771
VIPERS 127105185	127105185	37.963572	-4.204379	21.6597	0.0170	W1P059	2	  4.5	0.6584	1	1	0.4525	0.856
VIPERS 127083667	127083667	37.965588	-4.298134	20.9162	0.0106	W1P059	2	  4.5	0.6583	1	1	0.4479	0.959
VIPERS 127099709	127099709	37.965332	-4.229366	21.4754	0.0223	W1P059	2	  4.5	0.6600	1	1	0.4519	0.920
VIPERS 127088893	127088893	37.967321	-4.276520	21.2020	0.0130	W1P059	2	  4.4	0.5238	1	1	0.4410	0.858
VIPERS 127088753	127088753	37.968914	-4.276708	21.7981	0.0194	W1P059	2	  4.5	0.6597	1	1	0.4508	0.856
VIPERS 127101833	127101833	37.968638	-4.219477	22.0142	0.0227	W1P059	2	  3.4	0.6085	1	1	0.4524	0.718
VIPERS 127086612	127086612	37.970424	-4.285554	22.4953	0.0391	W1P059	2	  0.0	9.9999	1	1	-1.0000	-1.000
VIPERS 127097380	127097380	37.971502	-4.238747	20.7688	0.0134	W1P059	2	  4.5	0.6518	1	1	0.4479	0.959
VIPERS 127106038	127106038	37.971413	-4.198641	21.4909	0.0220	W1P059	2	  4.5	0.7763	1	1	0.4519	0.903
VIPERS 127085627	127085627	37.972574	-4.290078	21.7644	0.0218	W1P059	2	  0.0	9.9999	1	1	0.4508	-1.000
VIPERS 127103720	127103720	37.973040	-4.211326	21.8013	0.0232	W1P059	2	  9.2	0.9854	1	1	0.4508	0.781
VIPERS 127086723	127086723	37.974694	-4.285677	22.3035	0.0436	W1P059	2	  9.2	0.6540	1	1	0.4463	0.756
VIPERS 127099378	127099378	37.974941	-4.230504	21.5804	0.0283	W1P059	2	  2.4	0.6604	1	1	0.4525	0.856
VIPERS 127109561	127109561	37.975420	-4.184815	22.2162	0.0334	W1P059	2	  9.5	0.5950	1	1	0.4524	0.718
VIPERS 127055214	127055214	37.864461	-4.432433	21.3064	0.0164	W1P059	3	  4.4	0.7020	1	1	0.4519	0.903
VIPERS 127048625	127048625	37.867270	-4.464935	20.9237	0.0128	W1P059	3	  4.5	0.4192	1	1	0.4479	0.851
VIPERS 127059366	127059366	37.868337	-4.412266	22.4448	0.0640	W1P059	3	  9.5	0.9258	1	1	0.4463	0.745
VIPERS 127053649	127053649	37.869808	-4.440333	21.5983	0.0405	W1P059	3	  3.2	0.7711	1	1	0.4525	0.838
VIPERS 127070383	127070383	37.869360	-4.360610	22.2290	0.0380	W1P059	3	  2.2	1.0946	1	1	0.4524	0.619
VIPERS 127063758	127063758	37.872531	-4.388708	19.5813	0.0057	W1P059	3	  4.5	0.5662	1	1	0.4290	0.952
VIPERS 127052346	127052346	37.874299	-4.446300	20.7826	0.0126	W1P059	3	  4.5	0.5188	1	1	0.4479	0.935
VIPERS 127061857	127061857	37.874047	-4.400784	22.0666	0.0261	W1P059	3	  4.5	0.5654	1	1	0.4524	0.718
VIPERS 127054030	127054030	37.875714	-4.438123	21.8829	0.0459	W1P059	3	  3.5	1.0285	1	1	0.4508	0.638
VIPERS 127050013	127050013	37.881356	-4.458123	21.0518	0.0148	W1P059	3	  4.5	0.7604	1	1	0.4410	0.903
VIPERS 127067286	127067286	37.880869	-4.372995	20.0125	0.0062	W1P059	3	  4.5	0.5166	1	1	0.4392	0.966
VIPERS 127049097	127049097	37.887295	-4.462336	21.9432	0.0452	W1P059	3	  9.5	0.7827	1	1	0.4508	0.838
VIPERS 127060225	127060225	37.886162	-4.408434	22.1420	0.0348	W1P059	3	  4.2	0.9006	1	1	0.4524	0.745
VIPERS 127049203	127049203	37.889419	-4.462928	22.4434	0.0583	W1P059	3	  2.2	1.0070	1	1	0.4463	0.619
VIPERS 127058614	127058614	37.889193	-4.415736	22.3024	0.0505	W1P059	3	  0.0	9.9999	1	1	0.4463	-1.000
VIPERS 127068347	127068347	37.888681	-4.370149	22.1674	0.0402	W1P059	3	  2.5	0.9598	1	1	0.4524	0.745
VIPERS 127048959	127048959	37.891082	-4.463645	21.6890	0.0322	W1P059	3	  3.5	0.8401	1	1	0.4525	0.821
VIPERS 127056187	127056187	37.892094	-4.426982	21.6154	0.0385	W1P059	3	  0.0	9.9999	1	1	0.4525	-1.000
VIPERS 127055930	127055930	37.894554	-4.429215	22.4450	0.0493	W1P059	3	  3.5	0.8894	1	1	0.4463	0.750
VIPERS 127049724	127049724	37.896299	-4.460502	22.1325	0.0361	W1P059	3	  4.5	0.8394	1	1	0.4524	0.750
VIPERS 127047583	127047583	37.899501	-4.469264	20.4125	0.0090	W1P059	3	  4.5	0.6507	1	1	0.4472	0.982
VIPERS 127057869	127057869	37.898271	-4.419637	22.2700	0.0428	W1P059	3	  9.2	0.9894	1	1	0.4463	0.745
VIPERS 127058512	127058512	37.901085	-4.414086	21.5694	0.0215	W1P059	3	  3.5	0.8833	1	1	0.4525	0.821
VIPERS 127070096	127070096	37.900470	-4.362089	22.1729	0.0351	W1P059	3	  4.5	1.0798	1	1	0.4524	0.619
VIPERS 127056116	127056116	37.905315	-4.428387	21.9135	0.0354	W1P059	3	  1.5	0.8998	1	1	0.4508	-1.000
VIPERS 127065832	127065832	37.904477	-4.380582	19.0384	0.0022	W1P059	3	  4.2	0.0000	1	1	0.4315	-1.000
VIPERS 127051197	127051197	37.912823	-4.453171	22.4439	0.0464	W1P059	3	  3.2	0.6197	1	1	0.4463	0.756
VIPERS 127065963	127065963	37.911343	-4.381100	21.7687	0.0201	W1P059	3	  4.5	0.4934	1	1	0.4508	0.696
VIPERS 127056477	127056477	37.914601	-4.426433	21.8076	0.0227	W1P059	3	  4.5	0.4507	1	1	0.4508	0.696
VIPERS 127066911	127066911	37.914485	-4.376466	21.2059	0.0139	W1P059	3	  4.5	0.6480	1	1	0.4410	0.920
VIPERS 127054589	127054589	37.916936	-4.429717	19.1333	0.0043	W1P059	3	  4.5	0.4491	1	1	0.4315	1.000
VIPERS 127071485	127071485	37.916671	-4.355628	21.2503	0.0176	W1P059	3	  0.0	9.9999	1	1	0.4519	-1.000
VIPERS 127060946	127060946	37.918897	-4.405057	22.4794	0.0511	W1P059	3	  0.0	9.9999	1	1	0.4463	-1.000
VIPERS 127070542	127070542	37.918965	-4.360271	22.3498	0.0567	W1P059	3	  1.5	1.0603	1	1	0.4463	-1.000
VIPERS 127051978	127051978	37.921534	-4.448422	21.1681	0.0169	W1P059	3	  4.2	0.7261	1	1	0.4410	0.903
VIPERS 127064772	127064772	37.921489	-4.386773	21.1056	0.0134	W1P059	3	  4.5	0.7256	1	1	0.4410	0.903
VIPERS 127060468	127060468	37.923267	-4.407269	22.2750	0.0400	W1P059	3	  4.2	0.6093	1	1	0.4463	0.718
VIPERS 127060670	127060670	37.925981	-4.406096	21.6747	0.0267	W1P059	3	  4.5	0.6496	1	1	0.4525	0.856
VIPERS 127055307	127055307	37.929685	-4.432644	22.3614	0.0395	W1P059	3	  3.5	0.6182	1	1	0.4463	0.756
VIPERS 127064271	127064271	37.929822	-4.388763	21.1805	0.0142	W1P059	3	  4.5	0.6075	1	1	0.4410	0.914
VIPERS 127048662	127048662	37.931318	-4.463760	21.1698	0.0184	W1P059	3	  4.5	0.6072	1	1	0.4410	0.920
VIPERS 127065987	127065987	37.931402	-4.381172	21.9058	0.0263	W1P059	3	  4.5	0.8991	1	1	0.4508	0.821
VIPERS 127049841	127049841	37.936848	-4.459482	21.7338	0.0288	W1P059	3	  4.5	0.6509	1	1	0.4525	0.856
VIPERS 127062787	127062787	37.936410	-4.395598	20.7500	0.0127	W1P059	3	  2.5	0.6703	1	1	0.4479	0.959
